"id","time_observed_at","time_zone","quality_grade","license","url","description","latitude","longitude","positional_accuracy","public_positional_accuracy","scientific_name","common_name"
166009126,"2023-06-05 22:18:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/166009126",,-27.3684686532,153.032277449,4,4,"Threskiornis molucca","Australian White Ibis"
166338405,"2019-11-07 01:35:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/166338405","Common in Botanical Gardens.",-27.4740050295,153.0294380171,4,4,"Threskiornis molucca","Australian White Ibis"
168047283,"2023-06-17 22:27:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/168047283",,-27.380814138,153.0358629533,4,4,"Threskiornis molucca","Australian White Ibis"
168411219,"2023-06-14 00:53:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/168411219",,-27.4626556597,153.018001868,4,4,"Threskiornis molucca","Australian White Ibis"
170361290,"2023-06-30 23:17:34 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/170361290",,-27.4987666667,153.0424638333,4,4,"Threskiornis molucca","Australian White Ibis"
175440610,"2023-07-28 21:29:42 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/175440610",,-27.5816466667,153.0535278333,4,4,"Threskiornis molucca","Australian White Ibis"
175497414,"2023-07-29 00:49:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/175497414",,-27.394033001,153.0312443641,4,4,"Threskiornis molucca","Australian White Ibis"
180243630,"2023-08-26 06:57:00 UTC","Brisbane","research","CC-BY-SA","https://www.inaturalist.org/observations/180243630",,-27.5415952958,152.9989148536,4,4,"Threskiornis molucca","Australian White Ibis"
180370582,"2023-08-26 23:53:27 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/180370582",,-27.4629883333,153.0179888333,4,4,"Threskiornis molucca","Australian White Ibis"
181029876,"2023-07-31 06:34:18 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/181029876",,-27.5007583333,153.0358278333,4,4,"Threskiornis molucca","Australian White Ibis"
184827632,"2023-09-21 23:36:47 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/184827632",,-27.474005,153.0201721667,4,4,"Threskiornis molucca","Australian White Ibis"
185513372,"2023-09-30 01:50:22 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/185513372",,-27.4670133333,153.009125,4,4,"Threskiornis molucca","Australian White Ibis"
185894031,"2023-10-02 01:34:33 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/185894031",,-27.4348,153.1492778333,4,4,"Threskiornis molucca","Australian White Ibis"
186480735,"2023-10-07 00:39:05 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/186480735","aka bin chicken",-27.4489916667,152.99907,4,4,"Threskiornis molucca","Australian White Ibis"
188206834,"2023-10-20 00:25:36 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/188206834",,-27.4115988706,152.9799811823,4,4,"Threskiornis molucca","Australian White Ibis"
190003330,"2023-11-03 23:41:26 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/190003330",,-27.442695,153.0460055,4,4,"Threskiornis molucca","Australian White Ibis"
192043719,"2023-11-25 07:18:41 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/192043719",,-27.5016916667,152.9478616667,4,4,"Threskiornis molucca","Australian White Ibis"
193836321,"2023-12-12 00:42:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/193836321",,-27.3739180103,153.0394242971,4,4,"Threskiornis molucca","Australian White Ibis"
194478934,"2023-12-18 19:44:33 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/194478934",,-27.5195783333,153.0317221667,4,4,"Threskiornis molucca","Australian White Ibis"
195042824,"2023-12-27 23:08:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/195042824",,-27.3680049945,153.0429581852,4,4,"Threskiornis molucca","Australian White Ibis"
195130266,"2023-12-28 20:02:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/195130266","Three ibis dropping in to check out a suburban back yard that was recently (last year) stripped of every last tree shrub etc and laid with turf...Not so good for the possums, kookaburras, peewees and other critters that used to live there.. but good luck for the Ibis.",-27.3770448009,153.0413830036,4,4,"Threskiornis molucca","Australian White Ibis"
197391345,"2023-11-26 00:30:23 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/197391345",,-27.4739366667,153.0304555,4,4,"Threskiornis molucca","Australian White Ibis"
197956857,"2024-01-30 07:25:46 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/197956857",,-27.475425,153.0293721667,4,4,"Threskiornis molucca","Australian White Ibis"
198043625,"2024-01-31 09:32:33 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/198043625",,-27.4689166667,153.008025,4,4,"Threskiornis molucca","Australian White Ibis"
198114318,"2024-01-31 21:35:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/198114318",,-27.3725081125,153.0404220756,4,4,"Threskiornis molucca","Australian White Ibis"
198376741,"2024-02-03 12:25:46 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/198376741",,-27.46927,153.0077833333,4,4,"Threskiornis molucca","Australian White Ibis"
198669666,"2024-02-07 19:26:57 UTC","Brisbane","research","CC0","https://www.inaturalist.org/observations/198669666",,-27.4786116442,153.0233667326,4,4,"Threskiornis molucca","Australian White Ibis"
198763275,"2024-02-08 20:41:38 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/198763275",,-27.4790466667,153.0290361667,4,4,"Threskiornis molucca","Australian White Ibis"
199523033,"2024-02-16 23:10:00 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/199523033",,-27.3967474619,153.0393051245,4,4,"Threskiornis molucca","Australian White Ibis"
199633989,"2024-02-13 06:57:58 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/199633989",,-27.4633216667,153.0148,4,4,"Threskiornis molucca","Australian White Ibis"
201097833,"2024-03-03 06:27:37 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/201097833",,-27.4705966667,153.0240333333,4,4,"Threskiornis molucca","Australian White Ibis"
201489547,"2024-03-01 05:03:55 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/201489547",,-27.4969783333,153.01455555,4,4,"Threskiornis molucca","Australian White Ibis"
201620628,"2024-03-06 05:13:02 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/201620628",,-27.4742633333,153.0290361667,4,4,"Threskiornis molucca","Australian White Ibis"
201653441,"2024-02-23 04:25:00 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/201653441","bin chicken excursion",-27.4919666667,152.991425,4,4,"Threskiornis molucca","Australian White Ibis"
202537948,"2016-01-31 13:58:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/202537948",,-27.434869033,153.149174298,4,4,"Threskiornis molucca","Australian White Ibis"
202577860,"2024-03-14 23:40:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/202577860",,-27.3840188787,153.0510477302,4,4,"Threskiornis molucca","Australian White Ibis"
202586066,"2024-03-15 00:46:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/202586066","In company with two wood ducks .. and a photobombing noisy miner that zoomed past as I took the photo.",-27.3833502121,153.059653797,4,4,"Threskiornis molucca","Australian White Ibis"
202752305,"2024-03-17 01:32:55 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/202752305",,-27.4740966667,153.0292055,4,4,"Threskiornis molucca","Australian White Ibis"
203544566,"2024-03-22 23:12:00 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/203544566",,-27.3798217543,153.0355333137,4,4,"Threskiornis molucca","Australian White Ibis"
203562621,"2024-03-23 04:47:00 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/203562621",,-27.4015557519,153.0432439729,4,4,"Threskiornis molucca","Australian White Ibis"
208476811,"2024-04-20 01:25:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/208476811",,-27.3692437359,153.0349457689,4,4,"Threskiornis molucca","Australian White Ibis"
208480589,"2024-04-20 02:11:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/208480589",,-27.3690232374,153.0379810808,4,4,"Threskiornis molucca","Australian White Ibis"
209480011,"2017-04-28 00:49:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/209480011",,-27.4667352191,153.0267075223,4,4,"Threskiornis molucca","Australian White Ibis"
209863359,"2024-04-26 02:07:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/209863359",,-27.4681554701,153.0240110622,4,4,"Threskiornis molucca","Australian White Ibis"
213658871,"2024-05-04 00:46:56 UTC","Brisbane","research","CC-BY","https://www.inaturalist.org/observations/213658871",,-27.46283,153.0189361667,4,4,"Threskiornis molucca","Australian White Ibis"
219267426,"2024-05-29 21:47:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/219267426",,-27.3899363816,153.0385429374,4,4,"Threskiornis molucca","Australian White Ibis"
220431400,"2024-06-04 00:48:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/220431400",,-27.3689935463,153.0378827503,4,4,"Threskiornis molucca","Australian White Ibis"
221769958,"2024-06-09 01:54:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/221769958",,-27.4629303337,153.018109208,4,4,"Threskiornis molucca","Australian White Ibis"
223929576,"2024-06-20 01:45:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/223929576",,-27.4766366667,153.0310055,4,4,"Threskiornis molucca","Australian White Ibis"
226615281,"2024-07-02 04:36:44 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/226615281",,-27.4635162354,153.0386352539,4,4,"Threskiornis molucca","Australian White Ibis"
226661842,"2024-06-25 05:21:08 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/226661842",,-27.4796716667,153.0239555,4,4,"Threskiornis molucca","Australian White Ibis"
228570792,"2024-07-11 03:16:47 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/228570792",,-27.4747314453,153.028213501,4,4,"Threskiornis molucca","Australian White Ibis"
228999160,"2024-07-13 02:05:00 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/228999160",,-27.4762432909,152.979094409,4,4,"Threskiornis molucca","Australian White Ibis"
229178024,"2024-07-13 23:55:00 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/229178024",,-27.4050479037,153.0513599417,4,4,"Threskiornis molucca","Australian White Ibis"
231155128,"2024-07-23 00:00:53 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/231155128",,-27.4681666667,153.0240471667,4,4,"Threskiornis molucca","Australian White Ibis"
231569820,"2024-07-18 04:35:54 UTC","Brisbane","research","CC-BY","https://www.inaturalist.org/observations/231569820",,-27.4783533333,153.0231778333,4,4,"Threskiornis molucca","Australian White Ibis"
233447678,"2024-08-03 01:13:00 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/233447678",,-27.3797404569,153.0355913625,4,4,"Threskiornis molucca","Australian White Ibis"
233647027,"2024-07-23 02:05:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/233647027",,-27.4643417099,153.0195559564,4,4,"Threskiornis molucca","Australian White Ibis"
74588669,"2021-04-19 21:57:37 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/74588669",,-27.377645,153.0286555,3,3,"Threskiornis molucca","Australian White Ibis"
139059778,"2022-10-17 00:46:11 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/139059778",,-27.4726104736,153.0308380127,3,3,"Threskiornis molucca","Australian White Ibis"
140340942,"2022-10-29 04:54:10 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/140340942",,-27.575175,152.9388283333,3,3,"Threskiornis molucca","Australian White Ibis"
144905222,"2022-12-23 04:32:00 UTC","Brisbane","research","CC-BY","https://www.inaturalist.org/observations/144905222",,-27.41478487,153.08057879,3,3,"Threskiornis molucca","Australian White Ibis"
145034992,"2022-12-25 04:46:29 UTC","Brisbane","research","CC-BY","https://www.inaturalist.org/observations/145034992",,-27.4762093,153.02872002,3,3,"Threskiornis molucca","Australian White Ibis"
145087339,"2022-12-26 02:34:10 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/145087339",,-27.4781116667,152.9750366667,3,3,"Threskiornis molucca","Australian White Ibis"
174196182,"2023-07-22 01:21:31 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/174196182",,-27.47560424,152.97720467,3,3,"Threskiornis molucca","Australian White Ibis"
175666356,"2023-07-30 03:51:36 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/175666356",,-27.4774169922,153.0227966309,3,3,"Threskiornis molucca","Australian White Ibis"
191249031,"2023-11-17 03:31:49 UTC","Brisbane","research","CC-BY","https://www.inaturalist.org/observations/191249031",,-27.4772466667,152.9777366667,3,3,"Threskiornis molucca","Australian White Ibis"
191905714,"2023-11-24 02:57:59 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/191905714",,-27.4695033333,153.0251,3,3,"Threskiornis molucca","Australian White Ibis"
200149858,"2024-02-09 01:56:00 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/200149858","Just a little guy....",-27.4766222222,153.0301222222,3,3,"Threskiornis molucca","Australian White Ibis"
200241020,"2024-02-24 03:09:42 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/200241020",,-27.4757373808,152.9787702246,3,3,"Threskiornis molucca","Australian White Ibis"
202200674,"2024-03-12 20:45:04 UTC","Brisbane","research",,"https://www.inaturalist.org/observations/202200674",,-27.40947,153.0517111667,3,3,"Threskiornis molucca","Australian White Ibis"
227152765,"2024-06-26 04:00:15 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/227152765",,-27.4759716667,153.0218195,3,3,"Threskiornis molucca","Australian White Ibis"
234104388,"2024-08-04 06:05:33 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/234104388",,-27.4630133333,153.0178221667,3,3,"Threskiornis molucca","Australian White Ibis"
33691927,"2019-09-29 06:52:00 UTC","Hawaii","research","CC-BY-SA","https://www.inaturalist.org/observations/33691927",,-27.5510869533,153.0351569344,2,2,"Threskiornis molucca","Australian White Ibis"
34403916,"2019-10-13 01:39:00 UTC","Pacific Time (US & Canada)","research","CC0","https://www.inaturalist.org/observations/34403916",,-27.4792752837,153.0240261132,2,2,"Threskiornis molucca","Australian White Ibis"
60798001,"2020-09-26 00:15:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/60798001","Seen all by itself - no others of this species anywhere near - in Blackwood Rd, Geebung, morning of 26th September 2020.",-27.3735941306,153.039441955,2,2,"Threskiornis molucca","Australian White Ibis"
61528097,"2020-10-01 21:48:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/61528097","White Ibis atop a large brazil coral tree in centre secton of 7th Brigade Park, Chermside. In previous years they have nested in this location.",-27.3799655496,153.0354251316,2,2,"Threskiornis molucca","Australian White Ibis"
66214137,"2018-12-05 06:07:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/66214137","Small breeding colony established in the canopy of large brazil coral tree in a bend of Downfall Creek within centre section of 7th Brigade Park, Chermside.  Note the presence of young chicks.  I have included a panned-back image of the location (photographed from the southwest, looking northeast along the creek).",-27.3798669059,153.0354256627,2,2,"Threskiornis molucca","Australian White Ibis"
68044488,"2021-01-13 22:50:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/68044488","Frequently seen foraging in this location.",-27.3808601913,153.035586933,2,2,"Threskiornis molucca","Australian White Ibis"
68838490,"2021-01-29 23:19:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/68838490",,-27.3882803492,153.0162803501,2,2,"Threskiornis molucca","Australian White Ibis"
68840580,"2021-01-30 00:11:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/68840580","One individual, foraging in a concrete gutter - which is all there is of ""Downfall Creek"" where it passes through ""Melaleuca Green"" in Chermside West.  A dreadfully degraded environment.",-27.3868573599,153.0113607348,2,2,"Threskiornis molucca","Australian White Ibis"
68957068,"2021-02-02 02:40:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/68957068",,-27.3807017772,153.0440067872,2,2,"Threskiornis molucca","Australian White Ibis"
68957274,"2021-02-02 03:10:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/68957274",,-27.3799479754,153.0478126252,2,2,"Threskiornis molucca","Australian White Ibis"
69121486,"2021-02-04 23:45:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/69121486","Three birds; foraging near a fig tree, in company with two buff-banded rails.",-27.369210068,153.0329897769,2,2,"Threskiornis molucca","Australian White Ibis"
71925433,"2021-03-23 21:55:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/71925433",,-27.390126695,153.0393620544,2,2,"Threskiornis molucca","Australian White Ibis"
72750743,"2021-04-02 22:12:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/72750743","Seen on a house-roof.",-27.3759009613,153.0399312383,2,2,"Threskiornis molucca","Australian White Ibis"
72752669,"2021-04-02 22:53:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/72752669",,-27.3681849976,153.0431123078,2,2,"Threskiornis molucca","Australian White Ibis"
74004980,"2021-04-14 00:13:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/74004980",,-27.476309975,153.0313505665,2,2,"Threskiornis molucca","Australian White Ibis"
74008781,"2021-04-14 00:56:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/74008781",,-27.4764191648,153.0312269475,2,2,"Threskiornis molucca","Australian White Ibis"
75997836,"2021-04-28 23:04:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/75997836",,-27.3899676706,153.0357000315,2,2,"Threskiornis molucca","Australian White Ibis"
76765254,"2021-05-01 22:04:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/76765254",,-27.3824473537,153.0357119506,2,2,"Threskiornis molucca","Australian White Ibis"
78954790,"2021-05-15 22:32:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/78954790",,-27.3823647003,153.0343362732,2,2,"Threskiornis molucca","Australian White Ibis"
80560582,"2021-05-27 22:58:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/80560582","Only one.",-27.3695804541,153.0341416052,2,2,"Threskiornis molucca","Australian White Ibis"
82100640,"2021-06-07 03:25:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/82100640",,-27.379681785,153.0298895084,2,2,"Threskiornis molucca","Australian White Ibis"
82507017,"2021-06-10 22:27:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/82507017",,-27.3691447182,153.0454452216,2,2,"Threskiornis molucca","Australian White Ibis"
82514889,"2021-06-10 23:19:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/82514889",,-27.3693559519,153.0351022378,2,2,"Threskiornis molucca","Australian White Ibis"
82517965,"2021-06-10 22:15:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/82517965",,-27.3700904479,153.0413650821,2,2,"Threskiornis molucca","Australian White Ibis"
85434341,"2021-07-02 00:49:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/85434341",,-27.3824238885,153.0538710337,2,2,"Threskiornis molucca","Australian White Ibis"
85436768,"2021-07-02 01:32:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/85436768",,-27.3820152601,153.0439125817,2,2,"Threskiornis molucca","Australian White Ibis"
85440812,"2021-07-02 01:37:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/85440812",,-27.3814567275,153.043687189,2,2,"Threskiornis molucca","Australian White Ibis"
85443591,"2021-07-02 01:38:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/85443591","Foraging in a wet low-lying area, along with swamp hens and a currawong.  In previous years in this sort of weather I've seen buff-banded rails and black ducks in this area, but there were none there on 2/7/21 - only the Ibis, swamphens and currawong.",-27.3811172595,153.0440920654,2,2,"Threskiornis molucca","Australian White Ibis"
85444899,"2021-07-02 01:40:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/85444899",,-27.3805993379,153.0439474709,2,2,"Threskiornis molucca","Australian White Ibis"
90119015,"2021-08-03 03:12:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/90119015","This bird seems to be sitting already on a nest, on the top of a big old coral tree beside Downfall Creek.",-27.3798703366,153.0342808388,2,2,"Threskiornis molucca","Australian White Ibis"
101677153,"2021-11-20 06:24:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/101677153","Small breeding colony; group of birds with nests constructed in a large brazil coral tree on creek flats.",-27.3824097015,153.0238356702,2,2,"Threskiornis molucca","Australian White Ibis"
102058807,"2021-11-28 02:06:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/102058807",,-27.5016552377,153.0428495788,2,2,"Threskiornis molucca","Australian White Ibis"
104393313,"2022-01-05 00:31:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/104393313",,-27.3805138708,153.0499312893,2,2,"Threskiornis molucca","Australian White Ibis"
104962638,"2022-01-15 00:39:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/104962638","Often seen hanging about in this area.",-27.3764795576,153.0394078518,2,2,"Threskiornis molucca","Australian White Ibis"
106407135,"2022-02-08 23:32:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/106407135","Just one.  Cruising about in the vicinity of the main entrance of Royal Brisbane Hospital.",-27.4459665326,153.0289796304,2,2,"Threskiornis molucca","Australian White Ibis"
106526292,"2019-07-25 03:51:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/106526292","Just one. Foraging along the slope in the lower/ eastern section of Rainbow Lorikeet Park, Aspley: in badly degraded and devegetated ""channelised"" creek-line.",-27.3689809512,153.0361738712,2,2,"Threskiornis molucca","Australian White Ibis"
108490473,"2022-03-12 01:47:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/108490473",,-27.369884766,153.0339223364,2,2,"Threskiornis molucca","Australian White Ibis"
108866987,"2017-03-13 02:31:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/108866987","Making use of a fountain in Queen St Mall, Brisbane City.",-27.4697901742,153.0251010788,2,2,"Threskiornis molucca","Australian White Ibis"
110710579,"2022-04-04 22:27:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/110710579","One bird. In a small 'pocket park' that doesn't support much wildlife.",-27.3709168784,153.0440882889,2,2,"Threskiornis molucca","Australian White Ibis"
110710940,"2022-04-04 23:03:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/110710940",,-27.3671370299,153.0434507456,2,2,"Threskiornis molucca","Australian White Ibis"
111068077,"2022-04-11 01:35:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/111068077","A burst or leaking pipe has created an ersatz paperbark swamp; the White Ibis have moved right in and are taking advantage.",-27.3828032061,153.059369362,2,2,"Threskiornis molucca","Australian White Ibis"
115458386,"2022-05-04 22:13:46 UTC","Brisbane","research","CC0","https://www.inaturalist.org/observations/115458386","Found in parking lot.",-27.47565086,153.0084451195,2,2,"Threskiornis molucca","Australian White Ibis"
118880255,"2017-05-26 02:42:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/118880255","Keeping company with cormorants and a black duck.",-27.4082963683,153.0555916568,2,2,"Threskiornis molucca","Australian White Ibis"
118975954,"2018-05-25 02:23:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/118975954",,-27.4083092488,153.055559859,2,2,"Threskiornis molucca","Australian White Ibis"
125133304,"2022-07-07 00:44:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/125133304",,-27.3690382687,153.0412548992,2,2,"Threskiornis molucca","Australian White Ibis"
135482241,"2022-08-02 23:12:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/135482241","A couple of crested pigeons there as well but I'm posting this as an Ibis sighting.",-27.3752355086,153.0406204942,2,2,"Threskiornis molucca","Australian White Ibis"
143755330,"2022-11-29 21:14:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/143755330","Several birds. I think they are preparing to nest; they have nested before as a small colony (about a dozen) in coral trees in this location, at a bend in the creek.  This area seems to be a preferred nest site.",-27.3798515101,153.0355236079,2,2,"Threskiornis molucca","Australian White Ibis"
144650255,"2022-12-18 22:41:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/144650255",,-27.3684586348,153.0366886488,2,2,"Threskiornis molucca","Australian White Ibis"
145026446,"2022-12-24 21:14:00 UTC","Brisbane","research","CC0","https://www.inaturalist.org/observations/145026446",,-27.4983914803,153.0167924123,2,2,"Threskiornis molucca","Australian White Ibis"
145945251,"2023-01-05 23:33:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/145945251",,-27.3692329931,153.0456776868,2,2,"Threskiornis molucca","Australian White Ibis"
145947927,"2023-01-06 01:05:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/145947927","Keeping company with dusky moorhens in a little pond.",-27.3696006736,153.0340736271,2,2,"Threskiornis molucca","Australian White Ibis"
147308916,"2023-01-24 00:05:00 UTC","Brisbane","research","CC-BY","https://www.inaturalist.org/observations/147308916",,-27.4726535194,153.0305960093,2,2,"Threskiornis molucca","Australian White Ibis"
148505698,"2023-02-11 03:34:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/148505698","One of the few signs of life in a truly dismal piece of 'landscaping' of so-called public 'greenspace' (sic).  Here Downfall Creek has been reduced to a hot and bare concrete gutter and the riparian vegetation consists of exotic lawn grasses and weeds, various, and a strip of trees (along top  of bank) with little or no understorey.",-27.3868217019,153.0110302169,2,2,"Threskiornis molucca","Australian White Ibis"
148736289,"2023-02-13 23:22:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/148736289",,-27.3720192909,153.0412294064,2,2,"Threskiornis molucca","Australian White Ibis"
149963081,"2023-02-28 21:48:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/149963081","Just one, in a desolate strip of despised, denuded and degraded creek-line.",-27.3689366535,153.0360587518,2,2,"Threskiornis molucca","Australian White Ibis"
149967071,"2023-03-01 00:51:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/149967071","Just one bird. Hangs around this area.",-27.3762160899,153.0385301521,2,2,"Threskiornis molucca","Australian White Ibis"
150040286,"2023-03-01 23:46:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/150040286","Two birds.",-27.3809011889,153.0242827133,2,2,"Threskiornis molucca","Australian White Ibis"
150726624,"2023-03-09 21:46:00 UTC","Brisbane","research","CC-BY-NC","https://www.inaturalist.org/observations/150726624",,-27.3900792266,153.0390528617,2,2,"Threskiornis molucca","Australian White Ibis"
