Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
CHI,Channel Islands,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CHL,Chile,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,1027.66446405361,1032.61707689484,1099.41277372682,1107.17325022847,1171.86722436647,1241.26911180856,1357.53069438797,1502.40969733366,1535.9364437992,1613.01533388872,1602.04451154423,1552.61083554428,1590.00654523941,1589.54361124859,1676.33155508957,1699.57426593969,1716.80669916594,1715.37060637684,1743.84494789794,1697.56873440535,1826.3204868524,..
CHN,China,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,760.18949686615,744.485727941049,760.353575628557,795.387312888225,822.492539655237,869.188004365671,891.006929489549,883.99069975408,874.063525063711,866.724905905878,867.125313132353,858.108668475056,922.9151710403,1043.96585687675,1209.74062843585,1301.19158715062,1414.14677655566,1490.26043471168,1598.51623705795,1695.30928435158,..,..
CIV,Cote d'Ivoire,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,345.336894149339,343.706723683519,358.970942546664,359.425882161576,357.368749382627,346.434946720083,379.36795125114,379.682079807376,369.805375867011,430.360017851504,406.120246274602,383.793713132362,404.319417735616,376.846301919378,524.575960532015,534.609281887865,520.422183175044,548.777819453187,541.320704205776,535.031839233704,..,..
CMR,Cameroon,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,408.821442958803,401.288150332197,394.549554255981,397.377025004886,397.49401366432,394.316651025008,394.234670576851,398.843472771972,400.907840440165,394.846375804936,402.446086363233,398.020553578902,397.488372348144,403.581558073631,406.056777328311,398.486429185507,373.979456101785,345.489504045281,340.917516055683,360.773345415715,..,..
COG,"Congo, Rep.",EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,333.612262035027,332.930986846448,326.524206847404,318.567228303075,281.996864925527,287.542457915341,278.912486948947,255.783697546838,252.844202575632,235.525720216126,270.510971297986,289.254760637719,275.665012528417,307.143381421033,309.927113427642,342.078248556469,328.003580482731,334.444053683417,338.655160558022,355.773529261029,..,..
COK,Cook Islands,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
COL,Colombia,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,729.523561814795,729.181570052158,742.490017847474,768.181329315073,781.19644510519,780.706304062094,785.147295309593,748.991093434307,770.212850202342,681.338527081526,673.557820878225,658.054627217544,631.770097844751,638.775949744361,635.961948686859,650.251142190117,677.887585607465,664.189772951485,683.290360336367,697.239591743505,..,..
COM,Comoros,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,40.7576114036012,..,..,..,..,..,..,..,..,..,..,..,..,..,54.3238596782749,57.5450951360397,63.5825111761402,60.4183306267886,..,..,..,..
CPV,Cape Verde,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,83.4263122370141,..,..,..,..,..,..,..,..,..,..,..,..,..,190.666346747104,209.354110847715,213.269993539174,213.24036329533,..,..,..,..
CRI,Costa Rica,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,659.543879305852,666.213389819254,813.603675706987,707.707667102983,683.005574238779,676.956042201055,661.853563090106,661.967626785679,660.191285945648,704.855586735653,769.326491766135,741.485895637863,776.879734188676,818.195343855623,930.037149356467,943.995852799442,1030.64708271905,1118.45215208705,1085.32317999241,1067.05272948665,..,..
CUB,Cuba,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,1824.17423565286,1524.82715373704,1342.7607753381,1102.8952190806,1125.26141144017,1114.36358540822,1171.82771061208,1199.21426745473,1111.20880168834,1134.85530224743,1215.13568646705,1184.97970587158,1101.50594598832,1089.99851802668,1060.57150130352,990.490341330851,982.912305270674,913.744786770633,935.999815388521,1021.55908905097,..,..
CUW,Curacao,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYM,Cayman Islands,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYP,Cyprus,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,1774.9989239079,1773.28843995511,1957.1253904362,2054.53937068454,2353.28025991245,2040.74821375131,2217.65373415308,2130.76727910386,2176.07776587204,2146.39590968813,2265.44428354256,2199.08849047616,2187.35776232454,2335.97993856536,2148.95659210519,2150.06362814049,2202.98739258513,2292.58146782725,2401.26239437104,2297.71759594231,..,..
CZE,Czech Republic,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,4782.73009746212,4344.82200019401,4219.51066098081,4087.12544768173,3958.14464009288,4014.26609234343,4146.61803199224,4178.22138760299,4049.16949169006,3794.38033647768,3988.88954863578,4113.01545383412,4166.17652405184,4349.03964413136,4452.68243510973,4386.92590379596,4463.96112856255,4429.78006920737,4281.3450180424,4003.97332819182,4022.16693633974,..
DEU,Germany,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,4423.90497652109,4306.24443222436,4194.98638122643,4127.76644980039,4090.4239290446,4128.42056784498,4252.96643959371,4208.46186838225,4184.79030311894,4088.57473168711,4102.83250212869,4219.18723962445,4111.93895137441,4144.33915266352,4163.33440988896,4107.00276708694,4142.23938829314,4033.16863177095,4076.28265254637,3889.13246363134,4057.42182698366,..
DJI,Djibouti,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,231.29816998346,..,..,..,..,..,..,..,..,..,..,..,..,..,167.561588332674,171.951601191043,173.610689562234,170.349024900739,..,..,..,..
DMA,Dominica,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,298.502580153963,..,..,..,..,..,..,..,..,..,..,..,..,..,564.505623344479,594.849474066014,611.353711790393,628.342636701055,..,..,..,..
DNK,Denmark,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,3378.09747081712,3735.29355840124,3563.02998065764,3645.44054731162,3760.37137367915,3709.20600612089,4170.88179399468,3848.8022830238,3774.58102244859,3604.52075544203,3491.18419198763,3585.91633143993,3536.26781758588,3728.76019968911,3597.19298219629,3487.56604993595,3724.56684160734,3617.74499683051,3497.97901966663,3368.66865407892,3550.21185435647,..
DOM,Dominican Republic,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,569.950988690788,562.187441500657,651.704688683728,651.597625289015,724.018293664819,744.517678630281,762.3212735612,829.213051026662,870.789027325975,878.739404911042,908.343572548638,907.290595187673,917.186449017917,897.680124881634,797.990134682882,851.501797174024,866.196971043121,873.12611873704,843.800815069052,826.085562995134,..,..
DZA,Algeria,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,877.179981550392,905.415887663051,908.458286098609,887.953630162022,837.98652059959,852.033241962249,811.824181557867,823.003840553937,838.833446216706,883.709563869376,884.947275033686,874.483405220815,915.257811818186,962.011047250217,956.211449001434,980.875139475261,1037.86127640209,1085.24796274944,1083.36835324986,1137.55536167952,..,..
EAP,East Asia & Pacific,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,712.172625186719,705.238686883372,718.975640192431,750.172897363634,769.963609433937,813.169231166949,833.24539325519,833.507281118499,818.59897810926,819.961187269309,825.534899146004,822.301746523364,873.296697423329,962.341678736923,1086.60387296373,1154.94356149143,1235.38907882387,1289.68282494566,1371.646407724,1436.49241622985,..,..
ECA,Europe & Central Asia,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,4066.61461618882,3951.99864167311,3560.09561438991,3299.68456994562,2915.25344972822,2848.53508499645,2805.5441064968,2698.73214883122,2646.84198685901,2654.88122065194,2692.42377192926,2703.04863327444,2737.23009145048,2846.35631036889,2879.37281778416,2889.25659462219,2985.82684426288,3017.83626393222,3058.4702114648,2832.55542608038,..,..
ECU,Ecuador,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,584.488684711703,592.925543036269,582.247122476325,545.916702561867,557.408337671666,627.457265163723,673.886320132278,675.610040933395,676.890487680761,633.297327963644,650.733255012972,701.144738590616,718.192210404377,764.826464321814,806.562772331227,803.077771691925,804.316998575043,821.91114174791,784.726330571669,795.970863227783,..,..
EGY,"Egypt, Arab Rep.",EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,559.877698813096,558.775405727039,562.549195507072,589.474186144939,544.862922173668,568.795808700755,593.437222247518,604.802105583606,638.411852565766,690.029916426131,667.767874959502,674.494954363045,734.278321545028,765.156979034771,767.448548766519,819.962315648992,844.653734012525,874.099959902041,902.79126142007,903.392137229617,..,..
EMU,Euro area,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,3510.40026012502,3553.22495204152,3488.56741313502,3459.00039664276,3446.45336859877,3546.57783180398,3649.39183316706,3638.52499181548,3695.80120718517,3691.85451701723,3731.91405648592,3811.29282157713,3784.89671049956,3851.54448854696,3878.83901799353,3857.48935125868,3823.08656047886,3765.61398893574,3740.24977155651,3536.44708582904,3641.74594008325,..
ERI,Eritrea,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,275.540755253031,289.593814385666,298.200631939795,310.56904849583,320.955214439647,312.031187737189,197.341861653595,198.163782156765,193.013314516182,194.552722078294,188.331425502891,194.012543722108,172.188730723798,170.054311542958,150.01602509946,150.176479990564,136.88552307307,142.316258264519,..,..
ESP,Spain,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,2319.68315480482,2399.61224015481,2434.89456137095,2328.94900151572,2452.05348269943,2559.73856856323,2516.10549126542,2667.63897590848,2790.86261458016,2911.00298675683,3028.78231238451,3070.41950666066,3119.72328959105,3171.67532050137,3257.86981763413,3268.12827274895,3206.95334421922,3205.71004955665,3047.07681468556,2755.90975406478,2780.63290546456,..
EST,Estonia,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,6316.63161249203,5777.01537475977,4285.89628180039,3452.25100401606,3665.91455912509,3505.85873347251,3889.67796610169,3840.39857142857,3702.37988746213,3498.69322176491,3442.56412760223,3605.76350448753,3466.15400807799,3834.07960499311,3915.90497082607,3836.51475339444,3749.64403924835,4191.6683064117,4057.87234042553,3542.8573773513,4085.24789384658,..
ETH,Ethiopia,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,307.579101687345,306.895449284878,301.267392905294,286.570586774442,287.300636489312,287.570655807665,287.119975986815,284.608053349789,285.623221256943,284.137110689058,284.228663203396,287.53426760249,287.366754803607,288.456325419927,288.671497444662,289.179201172964,291.220791889001,395.060188807711,399.065236659691,402.498401513795,..,..
FIN,Finland,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,5692.06317689531,5742.48643797367,5380.98452994843,5617.71101460719,5971.77146787188,5661.67110415035,6069.70634146341,6276.95169202902,6319.93731806714,6283.99148507415,6230.89688403249,6366.50987135199,6682.0380095646,7074.74668346748,7090.8444518588,6523.70200621567,7075.65357478959,6953.48874585911,6640.65939712037,6212.89669669861,6639.36733820268,..
FJI,Fiji,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,392.380730103379,..,..,..,..,..,..,..,..,..,..,..,..,..,813.085549785009,702.690282571457,675.083268320842,627.344310262467,..,..,..,..
FRA,France,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,3848.010749637,4047.29528720042,3959.99019128894,4010.1531874634,3843.25418160053,3981.99959315867,4189.9255559465,4044.7790262925,4150.48844791931,4130.75727445843,4145.13500991052,4253.51243648948,4235.69421820385,4281.8720237623,4312.68870570395,4295.59570823139,4214.82319170016,4142.32110216595,4162.75597240048,3969.7300527841,4072.81152099469,..
FRO,Faeroe Islands,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
FSM,"Micronesia, Fed. Sts.",EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GAB,Gabon,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,1271.6351432225,1271.26989436565,1315.52453421757,1346.79359980303,1185.5041218823,1244.66972677033,1278.69953452601,1229.97938029425,1289.49959929911,1225.41931057569,1184.19152350005,1293.08205974675,1306.88739217625,1302.22302509936,1291.96210898762,1352.82612390925,1325.62239119606,1397.17919666319,1371.92324399611,1214.19221746799,..,..
GBR,United Kingdom,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,3597.00672793434,3708.49356508206,3685.48601509441,3712.17408304364,3729.11936068567,3727.46441986362,3878.05774585052,3759.675758105,3786.86049981482,3783.75538955708,3785.47684345756,3785.78986654251,3682.23541629243,3731.12546819501,3706.62735832274,3692.25960541148,3613.87094700159,3447.61754330854,3390.30975271804,3183.77795256658,3282.51364568317,..
GEO,Georgia,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,2587.45189504373,2080.1488864534,1777.45685852057,1551.63446071145,970.327875596511,788.223067173638,812.045232988887,725.717406655486,677.96648318588,625.770016844469,649.982346151235,586.075369323363,584.117512049575,625.181454873062,644.216010930227,651.521599559754,689.655070486585,761.96335794367,685.837078267217,722.943456969257,..,..
GHA,Ghana,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,357.661364870789,359.82177600577,362.207487081344,368.926594153973,373.465608729282,380.733170123189,384.059540510416,393.816552554571,403.392506791025,406.069756710898,403.830635167689,416.431012926934,417.971915687503,403.94447655529,400.50741691099,393.503342867307,425.046489587361,418.01952880107,406.577649687657,387.855233470288,..,..
GIB,Gibraltar,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,2180.13417815878,2846.69960254077,3430.19384433264,3451.09596610794,3925.64168472074,3878.86229520214,3916.74914769603,4107.19400683045,4334.8536118876,4514.36760490924,4674.89395933889,4666.55803005613,4674.65790131838,4747.6592749032,4858.0210467822,4911.6079105761,5088.00492526593,5248.29328235937,5420.52787926384,5596.84861742489,..,..
GIN,Guinea,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GMB,"Gambia, The",EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,63.9563598236714,..,..,..,..,..,..,..,..,..,..,..,..,..,73.9476327514065,71.8238878270481,73.6786795229499,83.5764696419471,..,..,..,..
GNB,Guinea-Bissau,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,73.4090518788821,..,..,..,..,..,..,..,..,..,..,..,..,..,64.1401417347969,63.6106734323076,64.4933829789064,66.704536119102,..,..,..,..
GNQ,Equatorial Guinea,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1291.97652061567,2055.15854667876,2401.8140647547,2731.63792675048,..,..,..,..
GRC,Greece,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,2110.0832595217,2106.87173489279,2135.90472516876,2089.62153640359,2130.13133706055,2132.62967839007,2185.4622280325,2257.62772571216,2364.5407475773,2363.44298447119,2480.99973968356,2557.43415248115,2577.5288433456,2643.51267662925,2685.58172020741,2724.02884915433,2710.93263105398,2699.6632556233,2707.10754933615,2609.18622748335,2386.73093355554,..
GRD,Grenada,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,441.521798336798,..,..,..,..,..,..,..,..,..,..,..,..,..,722.268312917866,768.976190939708,786.125372439027,783.608079869979,..,..,..,..
GRL,Greenland,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GTM,Guatemala,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,497.000212145266,507.428249514187,518.034741089744,503.192145261925,517.591643233891,534.636357509604,541.265547245777,556.717039473778,583.002538245744,627.750399706077,631.101384600886,628.952515396777,620.395867885625,609.373698193903,623.221046365735,639.64846222669,631.284971488858,642.295716949119,599.20796713366,701.309205755349,..,..
GUM,Guam,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GUY,Guyana,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,527.065168960908,..,..,..,..,..,..,..,..,..,..,..,..,..,644.03967499526,663.32991617922,668.1624596931,666.606227702022,..,..,..,..
HIC,High income,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,4649.31165313137,4675.21342731842,4704.73986101642,4744.00372493485,4803.43621307824,4875.34421797835,4991.07148719747,4999.49621901077,4996.0395196127,5062.97609357739,5147.58990206857,5120.18217319362,5130.2000421936,5159.55468466127,5242.69297931338,5235.26770060053,5203.07529712433,5189.05450140392,5097.54494482514,4854.75010509634,4944.46297775362,..
HKG,"Hong Kong SAR, China",EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,1517.70812516434,1545.33883866481,1840.09292302388,1763.72275885443,1777.6117572986,1729.97758321015,1627.40393131847,1530.14115544049,1988.06500909272,2401.1485658064,2009.29377344336,2106.68096450859,1956.56321822037,2021.73827776787,1888.11424780718,1858.72614923971,1943.90937860028,2070.1915996477,2026.23930521519,2132.98042463269,..,..
HND,Honduras,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,486.68922880954,477.518195813953,484.662115855949,482.42448147535,488.202325770752,506.535937747473,496.858815355189,530.744959350415,557.664353292835,480.061128074712,480.809809861485,507.999499627557,521.767187313056,551.76593355733,571.38838236498,580.992850521489,562.076352185431,649.256113333778,629.952968350792,591.603564224758,..,..
HRV,Croatia,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,1883.81945606695,1618.15742793792,1502.64966442953,1491.71875,1478.29010752688,1509.87234953952,1610.08411214953,1705.62751531059,1788.87158409242,1749.5248133509,1760.11319475825,1790.07545045045,1856.86441441441,1984.68355855856,1990.02095066456,2004.78815848717,2014.5204954955,2102.60504959423,2048.75597654488,1964.83918323407,..,..
HTI,Haiti,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,219.017394966959,214.254701637307,218.015754260374,206.494910975075,185.955682363952,214.93915191349,241.984247070713,250.142661646149,245.676667146554,244.460209916992,232.528945258682,233.618189223733,258.434121387959,244.39211983958,248.326700051256,276.504392409242,279.367338964226,289.030190395894,284.842587537072,263.088158531407,..,..
HUN,Hungary,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,2762.42511558718,2634.77037422639,2419.67498223851,2483.32371391536,2410.77870768237,2505.06222065812,2569.69774143512,2526.08593996435,2501.77566606958,2490.75655944354,2448.29203804418,2512.04319849982,2520.11023557558,2580.16346626188,2588.01040372821,2734.49551480039,2713.61860402309,2657.98923604136,2635.70516910024,2480.29902271355,2541.93195661816,..
IDN,Indonesia,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,549.661178052856,565.993391367808,579.914111750844,626.515644065948,620.43354956352,676.883738898759,692.8955486192,704.951112989077,679.5953933387,725.925087517839,729.591856124779,740.055465059795,760.175639129107,752.143997431293,795.143508093271,797.969935967678,816.530555927704,810.078588156178,816.352793908814,850.826719741775,..,..
IMY,Isle of Man,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IND,India,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,372.851830750487,380.237682480699,388.103150015688,389.693102301827,397.566309598044,412.243109699843,418.103624320818,426.968060607118,429.917531900739,448.784606341533,450.048089274482,449.894203817706,455.356051530235,459.880757723353,480.341371372805,491.427852433301,509.095704524135,530.373658781287,543.020423539192,584.957938508157,..,..
IRL,Ireland,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,2848.87129899024,2840.68865757155,2785.1258065425,2828.41832009654,2961.82485226986,2946.8122868256,3131.30245690046,3248.16509628975,3425.26616776596,3539.83822247127,3600.08977250449,3739.78666110744,3695.39162150456,3587.53050465642,3579.24821547114,3470.47390883562,3456.01983503198,3451.6837654762,3367.08006425223,3215.8720611302,3333.28446500336,..
IRN,"Iran, Islamic Rep.",EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,1236.8235088736,1327.65095022796,1331.34261979796,1416.90443380103,1539.19571872542,1564.40362899721,1557.42248800745,1518.96570341436,1710.79096913958,2055.00706482515,1978.10643971788,2079.60063608717,2111.11510670951,2148.84304600407,2320.29908036226,2524.81845245039,2590.22754017216,2736.97627193696,2862.74582496597,2951.30478700099,..,..
IRQ,Iraq,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,994.021148208531,834.089559949032,992.020071801825,1092.38211785696,1225.92647838455,1241.83314755861,1213.94541984916,1118.39527154909,1109.03052038264,1045.74674306203,1043.82681811883,1121.4884730482,1133.28040816755,1210.59713278625,1244.93589614495,1216.59536294037,1226.56392279098,1128.74442015772,1138.90431017221,1034.8657899426,..,..
ISL,Iceland,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,8196.54631083203,7948.08527131783,7791.27920337036,8264.77634571645,8209.08270676692,8404.87313432836,8838.02962962963,8923.94852941176,9409.61313868613,10665.963963964,11031.2064056939,11362.3052631579,11404.875,11305.9605348144,11531.6871751679,11729.269311909,13690.2153517983,15709.1370688714,16541.7750949864,16404.6920084521,16876.0263139654,..
ISR,Israel,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,2462.52381974249,2326.41200242473,2582.81573296896,2636.86390420072,2740.56936469717,2798.57060414788,2803.60523541813,2883.23029472241,2887.95059454028,2739.6053877551,2901.71442200668,2974.99534089144,2922.800304414,2968.33535136105,2891.64708474078,2919.92510930578,2964.01037753236,2990.87756437933,3052.8415061296,2878.30193972427,2873.3321092254,..
ITA,Italy,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,2583.89901091345,2645.66722429092,2627.31206308712,2611.94774139911,2578.41587554853,2799.3249141102,2796.03357555379,2834.21729608499,2912.71702545819,2957.04458153371,3011.87553337571,3021.06397429305,3016.16618320637,3114.72676250962,3128.30892148386,3137.38485386997,3089.50607109602,3016.31710794705,2942.62189581964,2735.049357648,2813.51418016818,..
JAM,Jamaica,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,1167.19539748954,1163.25235152007,1217.43991303722,1213.02184239363,1227.45954389945,1295.67741935484,1349.19494598884,1336.30829870813,1376.38041974163,1406.23973765978,1481.55555795616,1477.3617221133,1378.26230447581,1429.16250904521,1437.34581706531,1422.83315725928,1583.81134767752,1756.19440914867,1591.11268234594,1208.23601424544,..,..
JOR,Jordan,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,1028.21703470032,950.193229901269,1013.67104205733,961.22085621643,991.423507695986,1023.41358760429,1018.74523848885,1009.49998917892,1012.54513420629,991.464800769149,1012.69431995831,978.121809862735,1002.8938070663,1000.39891556933,1174.07504725898,1232.39600850042,1236.47661188369,1271.93341575415,1220.26853291861,1259.62789518174,..,..
JPN,Japan,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,3556.14414305026,3583.48175853972,3658.54782699692,3674.05275582964,3867.50050015605,3956.08103540366,4031.99138842725,4064.21340936308,3981.14327980381,4045.35191472562,4090.37645621502,4017.1526240867,4004.67398485621,3963.47465509952,4089.39036169097,4073.74569744782,4068.51785434735,4031.99408315283,3880.45101783781,3700.21885267245,3883.04655693708,..
KAZ,Kazakhstan,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,4449.84303890384,4529.09449560804,4771.30421004497,3997.10827894539,3597.26979614791,3286.51428302829,2900.11758039189,2562.56723489465,2601.30882370125,2399.14438066977,2390.66958548945,2319.13690194763,2666.41009848073,2879.88653042833,3362.13247146603,3349.79004793613,4010.77424119346,4268.82674924207,4417.7612235397,4134.06769230769,..,..
KEN,Kenya,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,466.585593651637,459.553563045181,455.838254667198,447.655645830628,444.277116064787,454.940617785057,454.42902720268,446.593928162522,449.191804665951,445.936981344129,447.192414108012,440.256612803031,440.147134961442,443.514169567666,454.275316913844,458.898317363093,466.850504261685,463.121037007467,463.31702856539,474.459905771064,..,..
KGZ,Kyrgyz Republic,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,1692.55754013113,1509.99221357063,1095.32446106467,851.93374422188,615.472466960352,519.437242641452,592.054326819841,548.83746031746,575.535751511361,495.928750565309,488.742091021911,445.230483571486,499.809540975727,533.501369428016,537.606017276933,516.836784290853,518.931260954142,564.063192481088,518.335322760947,565.746709326325,..,..
KHM,Cambodia,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,301.98626888704,303.695883132508,310.285395672237,318.365113404429,318.129850641511,319.60523016524,329.103287232398,334.411191959158,340.845647680762,350.410767471573,356.073565454326,365.058844837674,373.363232695119,375.678415793679,370.748459193056,..,..
KIR,Kiribati,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,99,..,..,..,..,..,..,..,..,..,..,..,..,..,88.497533131264,86.9678653737444,106.912994205316,115.737087423587,..,..,..,..
KNA,St. Kitts and Nevis,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,514,..,..,..,..,..,..,..,..,..,..,..,..,..,1565.62223183569,1606.57271266752,1585.99506133183,1645.03022495293,..,..,..,..
KOR,"Korea, Rep.",EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,2171.42893466141,2309.83271701951,2540.15550924123,2823.75998728891,2971.5239241446,3210.16006919034,3454.73304777595,3726.08262610437,3377.52422926524,3708.67078533582,4000.91880105514,4032.39200118251,4170.09176431061,4234.04160137069,4334.0494598139,4364.57779716648,4421.0523220904,4584.49845220406,4669.0063982554,4701.37639239338,5043.80470588235,..
KSV,Kosovo,EG.USE.PCAP.KG.OE,Energy use per capita (kilograms of oil equivalent),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
