Datetime,Close,High,Low,Open
2025-09-08 05:25:00+00:00,9116.5,9118.2998046875,9115.0,9118.2998046875
2025-09-08 05:30:00+00:00,9119.900390625,9119.900390625,9116.7998046875,9116.7998046875
2025-09-08 05:35:00+00:00,9119.900390625,9119.900390625,9117.2998046875,9119.2001953125
2025-09-08 05:40:00+00:00,9119.0,9121.599609375,9119.0,9120.5
2025-09-08 05:45:00+00:00,9119.0,9119.599609375,9117.400390625,9118.900390625
2025-09-08 05:50:00+00:00,9120.400390625,9120.400390625,9117.900390625,9118.599609375
2025-09-08 05:55:00+00:00,9121.400390625,9122.5,9120.2998046875,9120.5
2025-09-08 06:00:00+00:00,9123.5,9123.5,9123.400390625,9123.400390625
2025-09-08 06:05:00+00:00,9123.5,9123.5,9123.5,9123.5
2025-09-08 06:10:00+00:00,9126.900390625,9126.900390625,9123.5,9123.5
2025-09-09 00:00:00+00:00,9101.2001953125,9112.5,9101.2001953125,9112.5
2025-09-09 00:05:00+00:00,9090.7998046875,9100.7998046875,9090.7998046875,9100.7998046875
2025-09-09 00:10:00+00:00,9081.900390625,9090.400390625,9081.900390625,9087.400390625
2025-09-09 00:15:00+00:00,9087.400390625,9087.400390625,9081.5,9081.5
2025-09-09 00:20:00+00:00,9086.900390625,9088.2998046875,9084.2001953125,9087.2998046875
2025-09-09 00:25:00+00:00,9092.599609375,9092.599609375,9084.900390625,9085.400390625
2025-09-09 00:30:00+00:00,9091.7998046875,9094.7001953125,9088.2001953125,9093.900390625
2025-09-09 00:35:00+00:00,9098.5,9098.5,9093.0,9094.2001953125
2025-09-09 00:40:00+00:00,9100.7001953125,9101.0,9097.7998046875,9100.099609375
2025-09-09 00:45:00+00:00,9088.099609375,9098.5,9088.099609375,9098.5
2025-09-09 00:50:00+00:00,9089.7001953125,9090.400390625,9087.2001953125,9088.900390625
2025-09-09 00:55:00+00:00,9088.099609375,9092.599609375,9088.099609375,9088.7001953125
2025-09-09 01:00:00+00:00,9085.5,9088.900390625,9085.5,9088.900390625
2025-09-09 01:05:00+00:00,9085.7998046875,9086.599609375,9084.0,9085.400390625
2025-09-09 01:10:00+00:00,9087.599609375,9088.5,9085.2998046875,9085.2998046875
2025-09-09 01:15:00+00:00,9084.599609375,9087.900390625,9083.0,9087.900390625
2025-09-09 01:20:00+00:00,9082.2998046875,9086.400390625,9081.5,9086.2998046875
2025-09-09 01:25:00+00:00,9072.7998046875,9081.599609375,9071.900390625,9081.599609375
2025-09-09 01:30:00+00:00,9066.400390625,9072.400390625,9064.400390625,9072.400390625
2025-09-09 01:35:00+00:00,9066.7998046875,9067.900390625,9064.900390625,9065.5
2025-09-09 01:40:00+00:00,9071.0,9071.0,9066.400390625,9068.599609375
2025-09-09 01:45:00+00:00,9067.7998046875,9071.7001953125,9066.900390625,9071.7001953125
2025-09-09 01:50:00+00:00,9065.099609375,9068.0,9065.0,9068.0
2025-09-09 01:55:00+00:00,9071.5,9071.5,9065.0,9065.0
2025-09-09 02:00:00+00:00,9074.900390625,9078.2001953125,9071.2998046875,9071.2998046875
2025-09-09 02:05:00+00:00,9080.0,9080.0,9074.400390625,9074.400390625
2025-09-09 02:10:00+00:00,9088.7998046875,9088.7998046875,9078.2998046875,9079.400390625
2025-09-09 02:15:00+00:00,9090.2998046875,9091.400390625,9090.0,9090.0
2025-09-09 02:20:00+00:00,9085.599609375,9092.2001953125,9084.7001953125,9092.2001953125
2025-09-09 02:25:00+00:00,9084.7998046875,9088.0,9084.7998046875,9086.5
2025-09-09 02:30:00+00:00,9086.400390625,9087.900390625,9083.400390625,9083.400390625
2025-09-09 02:35:00+00:00,9081.7001953125,9085.400390625,9079.900390625,9085.400390625
2025-09-09 02:40:00+00:00,9079.900390625,9085.5,9079.900390625,9082.2001953125
2025-09-09 02:45:00+00:00,9075.099609375,9082.5,9075.099609375,9080.5
2025-09-09 02:50:00+00:00,9073.099609375,9077.900390625,9072.900390625,9076.0
2025-09-09 02:55:00+00:00,9070.7001953125,9073.400390625,9070.2998046875,9072.900390625
2025-09-09 03:00:00+00:00,9071.5,9073.2001953125,9069.400390625,9069.5
2025-09-09 03:05:00+00:00,9070.599609375,9071.2001953125,9065.2001953125,9071.2001953125
2025-09-09 03:10:00+00:00,9070.7001953125,9073.099609375,9069.900390625,9071.2001953125
2025-09-09 03:15:00+00:00,9071.2001953125,9071.7001953125,9068.5,9069.7998046875
2025-09-09 03:20:00+00:00,9070.5,9071.900390625,9068.2001953125,9071.599609375
2025-09-09 03:25:00+00:00,9071.2001953125,9071.2001953125,9068.7001953125,9069.2998046875
2025-09-09 03:30:00+00:00,9070.7998046875,9072.400390625,9070.7998046875,9071.7998046875
2025-09-09 03:35:00+00:00,9075.2998046875,9076.2998046875,9071.0,9071.2001953125
2025-09-09 03:40:00+00:00,9074.099609375,9077.2001953125,9074.099609375,9074.2998046875
2025-09-09 03:45:00+00:00,9074.900390625,9075.900390625,9071.7998046875,9072.900390625
2025-09-09 03:50:00+00:00,9070.7998046875,9074.7001953125,9070.5,9074.7001953125
2025-09-09 03:55:00+00:00,9071.599609375,9071.599609375,9068.599609375,9069.7001953125
2025-09-09 04:00:00+00:00,9068.0,9073.2998046875,9068.0,9072.7001953125
2025-09-09 04:05:00+00:00,9071.599609375,9072.7001953125,9067.7001953125,9067.7998046875
2025-09-09 04:10:00+00:00,9072.2001953125,9073.099609375,9071.599609375,9072.099609375
2025-09-09 04:15:00+00:00,9072.7998046875,9074.599609375,9072.400390625,9073.900390625
2025-09-09 04:20:00+00:00,9072.599609375,9075.099609375,9072.2001953125,9072.2001953125
2025-09-09 04:25:00+00:00,9072.7998046875,9074.7998046875,9072.7998046875,9072.900390625
2025-09-09 04:30:00+00:00,9071.599609375,9073.2001953125,9071.5,9073.2001953125
2025-09-09 04:35:00+00:00,9071.7998046875,9073.099609375,9071.5,9071.7001953125
2025-09-09 04:40:00+00:00,9070.099609375,9070.099609375,9067.7001953125,9070.099609375
2025-09-09 04:45:00+00:00,9070.7001953125,9070.900390625,9069.7998046875,9070.2998046875
2025-09-09 04:50:00+00:00,9070.099609375,9071.099609375,9069.599609375,9069.900390625
2025-09-09 04:55:00+00:00,9071.400390625,9071.400390625,9069.599609375,9070.5
2025-09-09 05:00:00+00:00,9068.2998046875,9071.2001953125,9066.7001953125,9071.2001953125
2025-09-09 05:05:00+00:00,9067.900390625,9070.099609375,9067.900390625,9068.5
2025-09-09 05:10:00+00:00,9067.400390625,9067.7998046875,9066.599609375,9067.5
2025-09-09 05:15:00+00:00,9064.7001953125,9067.2998046875,9064.7001953125,9067.2998046875
2025-09-09 05:20:00+00:00,9062.2001953125,9064.7001953125,9061.2998046875,9064.7001953125
2025-09-09 05:25:00+00:00,9062.5,9063.5,9061.0,9062.7998046875
2025-09-09 05:30:00+00:00,9063.5,9064.599609375,9061.900390625,9061.900390625
2025-09-09 05:35:00+00:00,9063.900390625,9066.2998046875,9063.900390625,9065.2998046875
2025-09-09 05:40:00+00:00,9072.099609375,9072.099609375,9064.0,9064.0
2025-09-09 05:45:00+00:00,9073.599609375,9074.7998046875,9073.400390625,9073.7001953125
2025-09-09 05:50:00+00:00,9072.099609375,9072.400390625,9070.0,9072.400390625
2025-09-09 05:55:00+00:00,9075.5,9075.7001953125,9072.599609375,9072.599609375
2025-09-09 06:00:00+00:00,9074.599609375,9074.599609375,9074.599609375,9074.599609375
2025-09-09 06:05:00+00:00,9074.599609375,9074.599609375,9074.599609375,9074.599609375
2025-09-09 06:10:00+00:00,9080.7001953125,9080.7001953125,9074.599609375,9074.599609375
2025-09-10 00:00:00+00:00,9073.2998046875,9076.2998046875,9065.7001953125,9065.7001953125
2025-09-10 00:05:00+00:00,9075.7001953125,9078.099609375,9070.7001953125,9071.599609375
2025-09-10 00:10:00+00:00,9079.2998046875,9082.7998046875,9075.2998046875,9075.2998046875
2025-09-10 00:15:00+00:00,9074.400390625,9076.2001953125,9070.400390625,9075.099609375
2025-09-10 00:20:00+00:00,9075.2998046875,9076.7001953125,9074.400390625,9075.0
2025-09-10 00:25:00+00:00,9076.599609375,9076.900390625,9073.0,9074.7998046875
2025-09-10 00:30:00+00:00,9080.400390625,9080.7001953125,9076.099609375,9076.099609375
2025-09-10 00:35:00+00:00,9083.5,9083.5,9080.099609375,9081.0
2025-09-10 00:40:00+00:00,9079.5,9081.400390625,9077.400390625,9080.7001953125
2025-09-10 00:45:00+00:00,9082.0,9082.2001953125,9079.400390625,9079.900390625
2025-09-10 00:50:00+00:00,9086.400390625,9086.400390625,9081.2998046875,9081.2998046875
2025-09-10 00:55:00+00:00,9082.7001953125,9085.400390625,9082.7001953125,9085.400390625
2025-09-10 01:00:00+00:00,9079.7998046875,9082.900390625,9079.7998046875,9081.0
2025-09-10 01:05:00+00:00,9082.2998046875,9082.2998046875,9079.099609375,9079.099609375
2025-09-10 01:10:00+00:00,9079.2001953125,9082.099609375,9078.599609375,9082.099609375
2025-09-10 01:15:00+00:00,9076.400390625,9080.0,9074.599609375,9080.0
2025-09-10 01:20:00+00:00,9078.900390625,9080.400390625,9075.900390625,9076.900390625
2025-09-10 01:25:00+00:00,9079.400390625,9080.099609375,9078.5,9079.099609375
2025-09-10 01:30:00+00:00,9084.2998046875,9084.2998046875,9079.2001953125,9079.2001953125
2025-09-10 01:35:00+00:00,9077.599609375,9084.5,9077.599609375,9082.7001953125
2025-09-10 01:40:00+00:00,9077.599609375,9077.7998046875,9076.099609375,9076.2001953125
2025-09-10 01:45:00+00:00,9073.2998046875,9078.2001953125,9072.7998046875,9078.2001953125
2025-09-10 01:50:00+00:00,9075.5,9077.2998046875,9073.0,9073.2001953125
2025-09-10 01:55:00+00:00,9077.2001953125,9078.2998046875,9074.7001953125,9076.7001953125
2025-09-10 02:00:00+00:00,9081.599609375,9081.7001953125,9078.7001953125,9078.900390625
2025-09-10 02:05:00+00:00,9083.5,9083.5,9080.2998046875,9081.599609375
2025-09-10 02:10:00+00:00,9085.400390625,9085.400390625,9082.7001953125,9084.099609375
2025-09-10 02:15:00+00:00,9086.5,9088.2001953125,9083.599609375,9085.7998046875
2025-09-10 02:20:00+00:00,9083.900390625,9087.099609375,9082.7998046875,9087.099609375
2025-09-10 02:25:00+00:00,9079.7001953125,9084.2001953125,9079.2001953125,9084.2001953125
2025-09-10 02:30:00+00:00,9083.900390625,9085.7998046875,9081.2998046875,9081.599609375
2025-09-10 02:35:00+00:00,9087.099609375,9089.599609375,9084.900390625,9084.900390625
2025-09-10 02:40:00+00:00,9091.2001953125,9091.2001953125,9087.5,9087.5
2025-09-10 02:45:00+00:00,9089.7998046875,9091.2001953125,9089.099609375,9090.5
2025-09-10 02:50:00+00:00,9089.400390625,9090.599609375,9089.2998046875,9089.900390625
2025-09-10 02:55:00+00:00,9089.7001953125,9090.0,9088.599609375,9088.599609375
2025-09-10 03:00:00+00:00,9090.599609375,9091.099609375,9089.2998046875,9091.0
2025-09-10 03:05:00+00:00,9091.0,9092.2998046875,9090.2001953125,9090.2001953125
2025-09-10 03:10:00+00:00,9092.599609375,9092.900390625,9091.599609375,9091.599609375
2025-09-10 03:15:00+00:00,9092.7001953125,9094.400390625,9092.7001953125,9092.7998046875
2025-09-10 03:20:00+00:00,9092.7001953125,9094.2001953125,9091.900390625,9093.7001953125
2025-09-10 03:25:00+00:00,9093.099609375,9095.2001953125,9093.099609375,9093.5
2025-09-10 03:30:00+00:00,9094.099609375,9094.099609375,9092.7998046875,9093.2001953125
2025-09-10 03:35:00+00:00,9095.7998046875,9095.7998046875,9094.5,9094.5
2025-09-10 03:40:00+00:00,9093.5,9095.2998046875,9093.400390625,9094.900390625
2025-09-10 03:45:00+00:00,9091.0,9093.400390625,9089.2998046875,9093.400390625
2025-09-10 03:50:00+00:00,9090.7001953125,9091.599609375,9090.400390625,9090.7998046875
2025-09-10 03:55:00+00:00,9090.099609375,9091.900390625,9089.599609375,9091.2998046875
2025-09-10 04:00:00+00:00,9085.7001953125,9089.7998046875,9084.599609375,9089.7998046875
2025-09-10 04:05:00+00:00,9083.400390625,9085.7001953125,9083.400390625,9085.5
2025-09-10 04:10:00+00:00,9084.7998046875,9084.7998046875,9083.400390625,9083.400390625
2025-09-10 04:15:00+00:00,9084.2001953125,9084.900390625,9083.400390625,9083.7001953125
2025-09-10 04:20:00+00:00,9086.7001953125,9087.5,9084.0,9084.0
2025-09-10 04:25:00+00:00,9089.7001953125,9090.0,9087.0,9087.0
2025-09-10 04:30:00+00:00,9090.0,9090.7998046875,9087.900390625,9088.400390625
2025-09-10 04:35:00+00:00,9092.0,9092.599609375,9090.5,9090.5
2025-09-10 04:40:00+00:00,9092.099609375,9092.2001953125,9090.7001953125,9091.2998046875
2025-09-10 04:45:00+00:00,9092.599609375,9092.599609375,9091.0,9091.599609375
2025-09-10 04:50:00+00:00,9094.900390625,9095.5,9092.5,9092.7001953125
2025-09-10 04:55:00+00:00,9097.900390625,9097.900390625,9094.599609375,9095.0
2025-09-10 05:00:00+00:00,9094.400390625,9095.900390625,9092.900390625,9095.900390625
2025-09-10 05:05:00+00:00,9094.900390625,9096.2001953125,9093.7998046875,9093.7998046875
2025-09-10 05:10:00+00:00,9096.7001953125,9096.7001953125,9094.2001953125,9094.7998046875
2025-09-10 05:15:00+00:00,9097.0,9097.2001953125,9094.7998046875,9097.2001953125
2025-09-10 05:20:00+00:00,9099.7001953125,9099.7001953125,9097.400390625,9097.400390625
2025-09-10 05:25:00+00:00,9101.400390625,9102.7998046875,9099.2001953125,9101.2001953125
2025-09-10 05:30:00+00:00,9098.599609375,9102.2998046875,9096.599609375,9101.7001953125
2025-09-10 05:35:00+00:00,9097.900390625,9100.0,9096.2001953125,9099.5
2025-09-10 05:40:00+00:00,9095.2001953125,9100.2001953125,9095.2001953125,9100.2001953125
2025-09-10 05:45:00+00:00,9097.5,9098.099609375,9096.5,9096.5
2025-09-10 05:50:00+00:00,9097.5,9098.5,9096.5,9098.2998046875
2025-09-10 05:55:00+00:00,9097.599609375,9099.2001953125,9096.7001953125,9098.2998046875
2025-09-10 06:00:00+00:00,9098.099609375,9098.099609375,9098.099609375,9098.099609375
2025-09-10 06:05:00+00:00,9098.099609375,9098.099609375,9098.099609375,9098.099609375
2025-09-10 06:10:00+00:00,9095.2001953125,9098.099609375,9095.2001953125,9098.099609375
2025-09-11 00:00:00+00:00,9066.099609375,9082.7998046875,9063.7998046875,9082.7998046875
2025-09-11 00:05:00+00:00,9066.900390625,9073.5,9066.900390625,9067.900390625
2025-09-11 00:10:00+00:00,9071.400390625,9073.099609375,9064.2998046875,9065.5
2025-09-11 00:15:00+00:00,9068.7001953125,9071.599609375,9061.7998046875,9071.599609375
2025-09-11 00:20:00+00:00,9076.5,9077.7998046875,9070.099609375,9070.099609375
2025-09-11 00:25:00+00:00,9077.5,9078.099609375,9076.400390625,9077.0
2025-09-11 00:30:00+00:00,9078.400390625,9078.400390625,9075.2001953125,9077.2998046875
2025-09-11 00:35:00+00:00,9075.0,9078.0,9074.599609375,9077.0
2025-09-11 00:40:00+00:00,9080.599609375,9080.599609375,9074.400390625,9074.900390625
2025-09-11 00:45:00+00:00,9081.2998046875,9081.2998046875,9079.2998046875,9080.0
2025-09-11 00:50:00+00:00,9080.0,9082.099609375,9080.0,9081.7001953125
2025-09-11 00:55:00+00:00,9080.900390625,9081.2001953125,9079.900390625,9079.900390625
2025-09-11 01:00:00+00:00,9080.400390625,9083.7001953125,9080.400390625,9081.7001953125
2025-09-11 01:05:00+00:00,9077.2998046875,9080.7998046875,9076.0,9080.7998046875
2025-09-11 01:10:00+00:00,9075.5,9078.400390625,9075.5,9077.5
2025-09-11 01:15:00+00:00,9069.7001953125,9075.7001953125,9069.7001953125,9075.7001953125
2025-09-11 01:20:00+00:00,9066.2001953125,9070.599609375,9066.2001953125,9069.400390625
2025-09-11 01:25:00+00:00,9067.5,9067.5,9065.400390625,9066.900390625
2025-09-11 01:30:00+00:00,9063.400390625,9067.5,9063.400390625,9067.5
2025-09-11 01:35:00+00:00,9061.900390625,9063.400390625,9061.900390625,9063.099609375
2025-09-11 01:40:00+00:00,9064.900390625,9066.0,9062.2998046875,9062.2998046875
2025-09-11 01:45:00+00:00,9068.7001953125,9068.7001953125,9064.900390625,9064.900390625
2025-09-11 01:50:00+00:00,9066.900390625,9068.2001953125,9065.5,9068.2001953125
2025-09-11 01:55:00+00:00,9065.5,9067.400390625,9065.2001953125,9066.7998046875
2025-09-11 02:00:00+00:00,9061.2998046875,9065.400390625,9061.2998046875,9065.400390625
2025-09-11 02:05:00+00:00,9062.7001953125,9062.7001953125,9061.400390625,9061.7998046875
2025-09-11 02:10:00+00:00,9067.599609375,9067.599609375,9063.0,9063.0
2025-09-11 02:15:00+00:00,9065.599609375,9068.7001953125,9064.400390625,9068.7001953125
2025-09-11 02:20:00+00:00,9068.2001953125,9068.5,9066.599609375,9066.599609375
2025-09-11 02:25:00+00:00,9068.2998046875,9069.900390625,9068.2998046875,9068.5
2025-09-11 02:30:00+00:00,9067.5,9069.2998046875,9066.2001953125,9067.2998046875
2025-09-11 02:35:00+00:00,9064.400390625,9067.7998046875,9063.7001953125,9067.5
2025-09-11 02:40:00+00:00,9059.099609375,9064.5,9059.099609375,9064.400390625
2025-09-11 02:45:00+00:00,9059.900390625,9060.5,9059.599609375,9059.599609375
2025-09-11 02:50:00+00:00,9060.099609375,9061.7001953125,9060.099609375,9061.7001953125
2025-09-11 02:55:00+00:00,9062.2001953125,9062.2001953125,9059.2998046875,9059.7998046875
2025-09-11 03:00:00+00:00,9060.400390625,9061.900390625,9059.7001953125,9061.900390625
2025-09-11 03:05:00+00:00,9062.7001953125,9062.7001953125,9060.099609375,9060.400390625
2025-09-11 03:10:00+00:00,9062.900390625,9063.099609375,9061.5,9062.2998046875
2025-09-11 03:15:00+00:00,9061.900390625,9063.2001953125,9061.900390625,9062.7001953125
2025-09-11 03:20:00+00:00,9061.7001953125,9061.7001953125,9060.900390625,9061.5
2025-09-11 03:25:00+00:00,9063.5,9063.7998046875,9062.2001953125,9062.400390625
2025-09-11 03:30:00+00:00,9061.7998046875,9063.099609375,9061.5,9063.099609375
2025-09-11 03:35:00+00:00,9066.099609375,9066.099609375,9062.2998046875,9062.2998046875
2025-09-11 03:40:00+00:00,9065.0,9066.0,9064.599609375,9065.900390625
2025-09-11 03:45:00+00:00,9065.2998046875,9066.599609375,9064.900390625,9065.400390625
2025-09-11 03:50:00+00:00,9063.900390625,9064.900390625,9063.099609375,9064.900390625
2025-09-11 03:55:00+00:00,9061.7001953125,9064.2998046875,9060.599609375,9064.2998046875
2025-09-11 04:00:00+00:00,9057.599609375,9061.400390625,9057.599609375,9061.2998046875
2025-09-11 04:05:00+00:00,9056.5,9057.7998046875,9056.099609375,9057.7998046875
2025-09-11 04:10:00+00:00,9053.7998046875,9056.7998046875,9053.7998046875,9056.5
2025-09-11 04:15:00+00:00,9049.2998046875,9054.2998046875,9049.2998046875,9053.400390625
2025-09-11 04:20:00+00:00,9052.099609375,9053.0,9049.599609375,9049.7001953125
2025-09-11 04:25:00+00:00,9053.900390625,9054.2001953125,9050.2998046875,9052.400390625
2025-09-11 04:30:00+00:00,9054.599609375,9056.0,9053.7998046875,9053.7998046875
2025-09-11 04:35:00+00:00,9060.5,9060.5,9055.2001953125,9055.2998046875
2025-09-11 04:40:00+00:00,9059.599609375,9061.2001953125,9059.599609375,9060.900390625
2025-09-11 04:45:00+00:00,9062.099609375,9062.099609375,9059.400390625,9059.7998046875
2025-09-11 04:50:00+00:00,9062.0,9063.0,9062.0,9062.400390625
2025-09-11 04:55:00+00:00,9063.7001953125,9064.7001953125,9062.2001953125,9062.2001953125
2025-09-11 05:00:00+00:00,9062.099609375,9063.5,9062.099609375,9063.5
2025-09-11 05:05:00+00:00,9062.5,9062.5,9061.099609375,9061.599609375
2025-09-11 05:10:00+00:00,9064.400390625,9064.599609375,9061.5,9061.5
2025-09-11 05:15:00+00:00,9067.099609375,9067.099609375,9064.5,9064.5
2025-09-11 05:20:00+00:00,9068.599609375,9068.599609375,9066.2998046875,9066.2998046875
2025-09-11 05:25:00+00:00,9068.2001953125,9069.7998046875,9068.2001953125,9068.900390625
2025-09-11 05:30:00+00:00,9066.099609375,9068.900390625,9065.900390625,9068.900390625
2025-09-11 05:35:00+00:00,9066.2998046875,9066.2998046875,9062.7998046875,9065.900390625
2025-09-11 05:40:00+00:00,9066.7998046875,9068.7001953125,9066.7998046875,9066.7998046875
2025-09-11 05:45:00+00:00,9068.900390625,9069.7001953125,9066.2998046875,9066.599609375
2025-09-11 05:50:00+00:00,9061.2998046875,9068.0,9061.2998046875,9068.0
2025-09-11 05:55:00+00:00,9063.599609375,9065.0,9060.099609375,9061.599609375
2025-09-11 06:00:00+00:00,9063.7001953125,9064.0,9063.7001953125,9064.0
2025-09-11 06:05:00+00:00,9063.7001953125,9063.7001953125,9063.7001953125,9063.7001953125
2025-09-11 06:10:00+00:00,9071.400390625,9071.400390625,9063.7001953125,9063.7001953125
2025-09-12 00:00:00+00:00,9113.2998046875,9117.5,9107.7001953125,9110.599609375
2025-09-12 00:05:00+00:00,9114.099609375,9117.900390625,9114.099609375,9115.599609375
2025-09-12 00:10:00+00:00,9125.599609375,9125.599609375,9117.0,9117.0
2025-09-12 00:15:00+00:00,9130.599609375,9133.0,9125.099609375,9125.099609375
2025-09-12 00:20:00+00:00,9137.599609375,9137.599609375,9131.900390625,9131.900390625
2025-09-12 00:25:00+00:00,9142.2001953125,9142.2001953125,9136.0,9136.0
2025-09-12 00:30:00+00:00,9144.7998046875,9144.7998046875,9141.900390625,9142.599609375
2025-09-12 00:35:00+00:00,9142.7001953125,9144.2001953125,9139.099609375,9144.2001953125
2025-09-12 00:40:00+00:00,9141.0,9141.2001953125,9137.5,9141.2001953125
2025-09-12 00:45:00+00:00,9148.900390625,9148.900390625,9141.7998046875,9141.7998046875
